age,gender,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
31,F,Town,Platinum Membership,Yes,Without Offers,Desktop,Wi-Fi,5.0,185.48,52672.18,800.88,No,Yes,Yes,No Information Available,Reasonable Price,0
13,F,City,Premium Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,5.0,322.45,11938.92,787.54,No,Yes,Yes,Solved in Follow-up,Too many ads,0
19,M,Town,Silver Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,10.0,224.77,4499.14,728.7,Yes,No,Yes,Solved in Follow-up,Poor Website,0
24,M,Village,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,16.0,585.83,20084.43,431.6245937,Yes,No,Yes,Unsolved,No reason specified,0
23,F,Village,Gold Membership,No,Without Offers,Desktop,Wi-Fi,18.0,85.81,46328.4,752.04,Yes,No,No,Not Applicable,Reasonable Price,0
40,M,Town,Platinum Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,14.0,105.12,99810.83,257.6343326,No,Yes,No,Not Applicable,Products always in Stock,0
39,F,Town,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,21.0,37.17,49350.73,653.05,No,Yes,Yes,No Information Available,Poor Product Quality,1
13,F,City,No Membership,Yes,Credit/Debit Card Offers,Both,Mobile_Data,10.0,715.28,20515.7,527.06,Yes,Yes,Yes,No Information Available,Poor Product Quality,1
17,F,Town,No Membership,No,Without Offers,Smartphone,Wi-Fi,19.0,68.54,11633.57,839.3353229,Yes,No,No,Not Applicable,Poor Product Quality,1
15,F,City,Platinum Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,,1041.334803,17519.89,774.97,Yes,Yes,No,Not Applicable,Poor Website,0
60,F,Town,No Membership,Yes,Without Offers,Desktop,Wi-Fi,7.0,140.27,2836.96,539.35,Yes,No,No,Not Applicable,Too many ads,1
52,F,City,No Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,20.0,77.41,43470.78,528.61,Yes,No,No,Not Applicable,No reason specified,1
28,M,Town,Platinum Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,16.0,120.46,62038.08,802.09,No,Yes,No,Not Applicable,User Friendly Website,0
18,F,Town,Basic Membership,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,3.0,1076.89,26838.64,653.09,Yes,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
11,M,Town,Basic Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,17.0,689.11,44313.31,697.62,Yes,No,No,Not Applicable,Poor Customer Service,1
23,F,Town,Silver Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,9.0,30.68,92469.42,791.7,No,Yes,Yes,Solved,User Friendly Website,0
60,M,City,Basic Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,13.0,234.96,28393.8,710.56,No,Yes,No,Not Applicable,Poor Customer Service,1
38,F,City,Silver Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,13.0,900.81,85965.09,780.04,Yes,Yes,No,Not Applicable,Quality Customer Care,0
36,M,Town,Premium Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,9.0,34.3,8501.03,716.87,Yes,No,No,Not Applicable,Poor Product Quality,0
10,M,Town,Basic Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,11.0,332.17,6509.99,615.25,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1
13,M,City,No Membership,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,17.0,-400.0012969,30307.37,660.42,No,Yes,No,Not Applicable,No reason specified,1
23,M,Town,No Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,3.0,34.55,47473.8,697.62,No,Yes,No,Not Applicable,Too many ads,1
32,F,Town,Basic Membership,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,19.0,889.88,9213.51,697.62,Yes,No,Yes,Solved in Follow-up,Too many ads,1
52,F,Town,Gold Membership,No,Without Offers,Desktop,Mobile_Data,15.0,95.97,16580.96,697.62,Yes,No,No,Not Applicable,Poor Website,0
37,F,Town,Platinum Membership,No,Credit/Debit Card Offers,Both,Fiber_Optic,5.0,341.69,30942.39,720.97,Yes,No,No,Not Applicable,Quality Customer Care,0
11,M,City,Silver Membership,No,Without Offers,Smartphone,Mobile_Data,19.0,331.34,34138.14,646.89,No,Yes,Yes,Solved in Follow-up,No reason specified,1
14,F,City,No Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,6.0,183.45,19765.61,697.62,Yes,No,Yes,No Information Available,Too many ads,1
44,F,City,Basic Membership,No,Without Offers,Smartphone,Mobile_Data,14.0,157.66,42267.74,943.3487288,Yes,No,No,Not Applicable,No reason specified,1
15,F,Town,Silver Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,12.0,35.13,22443.99,620.63,Yes,No,Yes,Unsolved,Poor Customer Service,1
21,F,Town,Premium Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,4.0,124.73,8327.23,748.91,No,Yes,No,Not Applicable,Poor Product Quality,0
59,M,Village,Platinum Membership,No,Without Offers,Smartphone,Fiber_Optic,16.0,30.61,24601.93,703.99,Yes,No,No,Not Applicable,Reasonable Price,0
18,F,City,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,10.0,76.82,47131.24,623.54,No,Yes,Yes,Solved in Follow-up,Poor Website,1
57,M,Town,Basic Membership,Yes,Without Offers,Desktop,Wi-Fi,8.0,95.79,38970.38,1060.54561,Yes,No,No,Not Applicable,Too many ads,1
61,F,Village,Platinum Membership,No,Without Offers,Smartphone,Wi-Fi,19.0,95.95,16568.95,727.38,No,Yes,No,Not Applicable,Poor Product Quality,0
59,M,Town,Premium Membership,No,Without Offers,Smartphone,Wi-Fi,15.0,69.39,20064.98,443.196478,Yes,No,No,Not Applicable,Poor Website,0
37,F,Town,Platinum Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,8.0,126.51,62383.18,1189.165246,No,Yes,No,Not Applicable,Products always in Stock,0
33,M,City,Silver Membership,No,Without Offers,Desktop,Wi-Fi,20.0,34.35,43867.81,730.44,Yes,No,Yes,No Information Available,No reason specified,0
59,F,Town,Platinum Membership,No,Without Offers,Smartphone,Fiber_Optic,18.0,147.53,16190.42,711.25,Yes,No,No,Not Applicable,Poor Product Quality,0
16,F,City,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,8.0,1230.59,16131.35,668.54,Yes,No,Yes,Unsolved,Poor Customer Service,1
47,F,City,Platinum Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,16.0,478.14,29943.94,734.98,No,Yes,Yes,Solved in Follow-up,Poor Website,0
45,M,City,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,5.0,119.89,24290.12,794.76,No,Yes,No,Not Applicable,No reason specified,0
26,M,Village,Basic Membership,No,Without Offers,Desktop,Fiber_Optic,12.0,227.04,2628.93,507.74,No,Yes,Yes,Solved,Poor Customer Service,1
11,M,City,Platinum Membership,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,6.0,503.76,40829.58,785.6,Yes,No,No,Not Applicable,Poor Website,0
26,M,City,Platinum Membership,No,Without Offers,Desktop,Fiber_Optic,9.0,45.16,46155.07,788.95,No,Yes,No,Not Applicable,No reason specified,0
34,F,City,No Membership,Yes,Without Offers,Desktop,Mobile_Data,11.0,856.459536,42877.88,375.2142442,No,Yes,Yes,Solved in Follow-up,Too many ads,1
37,F,Town,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,22.0,31.47,81927.14,742.73,Yes,No,Yes,No Information Available,User Friendly Website,0
49,M,City,No Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,16.0,153.84,25036.36,588.15,Yes,No,No,Not Applicable,Poor Product Quality,1
10,M,City,Gold Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,10.0,318.19,42269.12,839.49,Yes,Yes,Yes,No Information Available,User Friendly Website,0
12,F,Town,Basic Membership,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,23.0,316.68,18473.94,672.83,Yes,No,Yes,Solved,Poor Customer Service,1
64,M,Village,Basic Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,17.0,44.12,14455.29,697.62,Yes,No,Yes,Solved in Follow-up,Poor Website,1
43,M,Town,Premium Membership,No,Credit/Debit Card Offers,Both,Mobile_Data,11.0,161.9,46490.98,839.43,No,Yes,No,Not Applicable,Reasonable Price,0
33,M,City,No Membership,No,Without Offers,Smartphone,Wi-Fi,11.0,436.07,30743.14,689.0,No,Yes,No,Not Applicable,Poor Website,1
33,M,Town,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,7.0,116.3,30701.59,107.0658293,No,Yes,No,Not Applicable,Poor Customer Service,1
57,F,Town,Gold Membership,No,Without Offers,Smartphone,Wi-Fi,11.0,62.0,48589.66,447.8241909,Yes,No,Yes,Solved in Follow-up,Too many ads,1
29,M,Town,Premium Membership,No,Gift Vouchers/Coupons,Both,Mobile_Data,6.0,275.74,46648.32,783.23,Yes,Yes,No,Not Applicable,Poor Website,0
37,F,Town,No Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,15.0,378.21,4699.36,658.06,Yes,No,Yes,Solved,Poor Customer Service,1
38,M,Town,Gold Membership,No,Without Offers,Desktop,Fiber_Optic,11.0,149.04,35214.55,724.19,No,Yes,Yes,Solved,Reasonable Price,0
39,M,City,Basic Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,,344.45,32444.66,612.3,Yes,No,Yes,No Information Available,Poor Product Quality,1
21,F,Town,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,10.0,149.97,39272.67,741.27,Yes,No,Yes,No Information Available,Poor Product Quality,0
39,F,Village,Basic Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,16.0,1131.782984,16641.07,510.11,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
30,F,City,Silver Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,17.0,-937.367523,42605.69,798.12,No,Yes,No,Not Applicable,Poor Website,0
16,M,Town,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,14.0,57.27,31878.86,772.05,Yes,No,Yes,Solved in Follow-up,No reason specified,0
29,M,Town,Premium Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,12.0,47.49,99060.41,700.64,No,Yes,No,Not Applicable,Quality Customer Care,0
61,M,Town,Gold Membership,Yes,Without Offers,Smartphone,Mobile_Data,11.0,273.32,2980.79,716.99,No,Yes,Yes,Solved,No reason specified,0
46,F,Town,Basic Membership,No,Without Offers,Desktop,Wi-Fi,3.0,196.54,16671.09,650.69,No,Yes,Yes,No Information Available,Poor Customer Service,1
36,M,Town,Gold Membership,No,Without Offers,Smartphone,Wi-Fi,9.0,34.08,23845.37,642.12,Yes,No,No,Not Applicable,Too many ads,1
31,F,City,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,10.0,359.33,28167.54,251.067935,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1
25,M,Town,No Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,18.0,34.02,4438.0,697.62,Yes,No,No,Not Applicable,No reason specified,1
55,M,Village,Gold Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,8.0,404.52,14140.69,716.88,Yes,No,No,Not Applicable,No reason specified,1
16,M,Town,No Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,14.0,244.86,5061.94,-270.9321571,Yes,Yes,Yes,Unsolved,Poor Product Quality,1
35,F,Town,Platinum Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,5.0,81.94,37739.31,884.2636587,Yes,No,Yes,Solved,Too many ads,0
63,F,City,Gold Membership,Yes,Credit/Debit Card Offers,Both,Wi-Fi,17.0,220.25,37831.43,322.0584194,No,Yes,Yes,Unsolved,No reason specified,1
63,M,City,Gold Membership,No,Without Offers,Smartphone,Wi-Fi,4.0,146.92,37967.93,770.89,No,Yes,Yes,Solved in Follow-up,No reason specified,0
59,F,City,Platinum Membership,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,12.0,616.41,87147.41,761.18,Yes,No,No,Not Applicable,Reasonable Price,0
17,F,Town,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13.0,69.48,44487.87,770.32,Yes,No,Yes,Unsolved,Poor Customer Service,0
11,F,City,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,15.0,33.25,40560.05,797.85,No,Yes,No,Not Applicable,Poor Customer Service,0
17,F,City,Basic Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,20.0,252.41,11370.47,708.01,Yes,No,Yes,Solved,Poor Customer Service,1
44,M,City,Gold Membership,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,9.0,784.46,38059.79,1000.150878,No,Yes,No,Not Applicable,Poor Customer Service,1
59,M,City,Silver Membership,No,Gift Vouchers/Coupons,Both,Wi-Fi,17.0,280.33,25597.62,762.9,No,Yes,No,Not Applicable,Poor Product Quality,0
14,F,City,No Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,10.0,105.02,4050.97,690.06,Yes,No,No,Not Applicable,Poor Product Quality,1
18,M,Village,Silver Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,20.0,31.61,14506.71,724.82,Yes,No,Yes,Solved,Poor Website,0
45,F,Town,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,6.0,173.52,82919.78,837.47,Yes,No,Yes,No Information Available,Products always in Stock,0
10,M,Village,Platinum Membership,No,Without Offers,Both,Wi-Fi,4.0,216.21,71881.02,768.37,Yes,Yes,No,Not Applicable,User Friendly Website,0
28,F,City,Basic Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,7.0,-777.5011833,9595.68,552.84,Yes,No,No,Not Applicable,No reason specified,0
39,M,Village,Silver Membership,No,Gift Vouchers/Coupons,Both,Fiber_Optic,5.0,266.6,56324.15,799.38,Yes,No,No,Not Applicable,Reasonable Price,0
32,M,Town,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,24.0,37.82,39072.86,376.9579248,Yes,No,Yes,Unsolved,Reasonable Price,0
33,F,Town,No Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,19.0,436.75,24353.63,619.6,Yes,No,No,Not Applicable,Too many ads,1
19,F,Town,Silver Membership,Yes,Without Offers,Desktop,Wi-Fi,17.0,68.58,25626.33,517.5379402,No,Yes,No,Not Applicable,No reason specified,0
59,M,Town,Basic Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,17.0,97.05,22931.41,516.19,Yes,No,Yes,Unsolved,Poor Product Quality,1
28,M,Town,Platinum Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,5.0,355.71,80343.1,779.13,No,Yes,No,Not Applicable,User Friendly Website,0
18,M,Village,Platinum Membership,No,Without Offers,Desktop,Mobile_Data,13.0,235.76,34186.49,788.69,Yes,No,No,Not Applicable,Too many ads,0
18,M,City,Basic Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,11.0,247.2,44013.2,168.7693659,Yes,No,Yes,Solved,Poor Product Quality,1
62,F,City,Platinum Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,15.0,66.72,21789.47,709.72,No,Yes,No,Not Applicable,Too many ads,0
64,F,Village,Premium Membership,Yes,Without Offers,Desktop,Mobile_Data,14.0,227.41,35920.64,701.22,No,Yes,Yes,No Information Available,Poor Customer Service,0
30,M,Town,Platinum Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,19.0,42.03,30720.55,772.55,Yes,No,No,Not Applicable,Poor Product Quality,0
44,F,Town,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,6.0,48.24,24340.38,719.91,Yes,No,Yes,Unsolved,No reason specified,0
26,F,Town,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,25.0,383.85,25071.74,651.13,Yes,No,No,Not Applicable,Poor Product Quality,1
53,F,City,No Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,15.0,153.58,32867.27,675.5546129,Yes,No,Yes,Unsolved,No reason specified,1
30,F,City,Gold Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,,-485.5230439,7421.4,717.92,No,Yes,Yes,Solved in Follow-up,Too many ads,1
54,M,City,Basic Membership,No,Without Offers,Smartphone,Wi-Fi,21.0,46.69,17133.59,854.8028649,No,Yes,No,Not Applicable,No reason specified,1
63,M,City,No Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,,758.75,24952.74,697.62,Yes,Yes,Yes,No Information Available,No reason specified,1
52,F,Village,Gold Membership,No,Without Offers,Desktop,Wi-Fi,11.0,72.42,23842.19,675.72,Yes,No,No,Not Applicable,Too many ads,1
45,M,Town,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,15.0,298.75,36005.95,968.0473923,Yes,Yes,Yes,Solved in Follow-up,No reason specified,1
20,F,Town,Basic Membership,No,Without Offers,Desktop,Fiber_Optic,13.0,1119.637107,29194.42,648.08,Yes,No,No,Not Applicable,Too many ads,1
36,M,Town,Basic Membership,Yes,Without Offers,Desktop,Fiber_Optic,16.0,138.21,19661.81,595.15,No,Yes,No,Not Applicable,Poor Product Quality,1
44,F,Town,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,14.0,31.16,46510.92,780.89,No,Yes,Yes,No Information Available,Products always in Stock,0
20,F,Town,Platinum Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,18.0,-1078.222665,21047.72,777.15,Yes,No,No,Not Applicable,Reasonable Price,0
39,F,City,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,12.0,92.02,33954.43,698.9,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1
45,M,Town,Platinum Membership,No,Without Offers,Desktop,Fiber_Optic,12.0,198.4,15114.77,352.9246107,No,Yes,Yes,Unsolved,User Friendly Website,0
29,M,Town,Platinum Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,9.0,72.23,91086.48,766.47,Yes,No,No,Not Applicable,Products always in Stock,0
50,M,Town,Basic Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,9.0,1263.776706,16791.67,641.51,No,Yes,Yes,No Information Available,No reason specified,1
12,F,Village,Basic Membership,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,3.0,593.95,17073.48,597.68,No,Yes,No,Not Applicable,Poor Customer Service,1
64,F,City,Premium Membership,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,14.0,622.7,10940.92,772.0,Yes,No,Yes,No Information Available,Poor Customer Service,0
37,M,Town,No Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,4.0,232.84,29569.19,594.91,No,Yes,Yes,Unsolved,No reason specified,1
63,M,City,Basic Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,19.0,288.33,47842.8,1031.111361,No,Yes,No,Not Applicable,No reason specified,1
46,M,Town,Silver Membership,No,Without Offers,Desktop,Mobile_Data,14.0,37.02,38470.15,248.7411675,Yes,No,No,Not Applicable,Poor Website,1
21,M,Town,Basic Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,19.0,118.83,5063.27,656.08,No,Yes,No,Not Applicable,Poor Product Quality,1
30,F,Town,Gold Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,1.0,-651.7263747,63257.34,697.62,Yes,No,No,Not Applicable,Reasonable Price,0
43,F,Town,Basic Membership,Yes,Without Offers,Smartphone,Wi-Fi,18.0,31.09,11164.33,567.84,Yes,No,Yes,Solved,Too many ads,1
30,F,Village,Platinum Membership,No,Without Offers,Desktop,Mobile_Data,16.0,187.97,18913.87,724.59,No,Yes,No,Not Applicable,No reason specified,0
37,F,Village,Basic Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,13.0,33.25,1842.99,664.23,No,Yes,Yes,No Information Available,Poor Product Quality,1
58,F,Town,Silver Membership,No,Without Offers,Desktop,Mobile_Data,4.0,296.45,67689.14,771.18,Yes,No,Yes,Unsolved,Reasonable Price,0
13,M,Town,Premium Membership,No,Gift Vouchers/Coupons,Both,Wi-Fi,,-475.0761011,10821.36,701.25,No,Yes,Yes,No Information Available,Quality Customer Care,0
55,F,City,Gold Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,6.0,58.84,36413.0,669.71,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1
38,M,Town,Premium Membership,No,Without Offers,Desktop,Fiber_Optic,24.0,63.86,25335.39,702.12,Yes,No,No,Not Applicable,No reason specified,0
15,M,Town,Premium Membership,No,Without Offers,Desktop,Fiber_Optic,11.0,1221.893506,38458.53,781.77,No,Yes,Yes,Solved in Follow-up,Reasonable Price,0
17,F,Town,Gold Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,14.0,1093.362055,7957.7,697.62,No,Yes,Yes,No Information Available,Too many ads,1
22,M,Town,No Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,20.0,163.29,23359.61,258.5839753,No,Yes,No,Not Applicable,Poor Website,1
29,F,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,5.0,30.75,4890.84,687.02,No,Yes,No,Not Applicable,No reason specified,1
46,M,City,Silver Membership,No,Without Offers,Desktop,Fiber_Optic,16.0,217.07,17208.91,739.19,Yes,No,Yes,Solved,Too many ads,0
55,M,Town,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,19.0,198.47,29190.01,807.36,Yes,No,Yes,Unsolved,User Friendly Website,0
21,F,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,,135.95,27679.8,759.24,No,Yes,No,Not Applicable,No reason specified,0
45,M,Town,Premium Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,13.0,123.66,48932.67,697.62,No,Yes,Yes,Unsolved,Products always in Stock,0
27,F,Town,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,,131.47,28320.5,1050.360685,Yes,No,No,Not Applicable,Poor Website,0
10,M,Town,Silver Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,12.0,179.4,33592.26,615.2240712,Yes,No,No,Not Applicable,Poor Website,1
51,M,Village,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,18.0,218.87,51670.47,799.91,Yes,Yes,Yes,Solved,User Friendly Website,0
59,F,Town,Platinum Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,17.0,46.3,20332.39,727.52,Yes,No,Yes,Solved,No reason specified,0
38,M,Town,Silver Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,7.0,34.68,29901.27,780.73,Yes,No,No,Not Applicable,Poor Website,0
61,M,Town,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,5.0,178.1,35436.76,785.09,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,0
62,M,City,Gold Membership,No,Without Offers,Smartphone,Fiber_Optic,,214.79,9956.66,345.5448021,No,Yes,Yes,Unsolved,No reason specified,1
62,F,City,Premium Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,10.0,-1039.667495,17424.01,797.6,Yes,No,Yes,Solved in Follow-up,Poor Website,0
36,F,City,Basic Membership,No,Without Offers,Desktop,Mobile_Data,22.0,84.91,30955.37,632.72,No,Yes,No,Not Applicable,Poor Website,1
